(29.1698338870432, 39.372823920265766, 38.28646733111848, 28.36828349944629, 39.142967884828366, 38.04079734219269, 39.05616832779625, 38.20613510520488, 28.576854928017724, 38.11025470653379, 345, 412, 792, 14.559401993355488, 19.673820598006635, 19.146489479512734) 
(29.22879291251385, 39.160332225913606, 38.38, 28.576367663344392, 38.97552602436323, 37.937231450719835, 38.91880398671097, 38.27421926910301, 28.71324473975636, 38.2291915836102, 351, 438, 726, 14.636101882613497, 19.585891472868212, 19.190055370985583) 
(29.379889258028786, 39.15997785160575, 38.46885935769657, 28.630741971207073, 38.817430786267984, 37.98436323366557, 38.88500553709855, 38.27231450719826, 28.764651162790702, 37.998914728682166, 331, 432, 666, 14.690830564784061, 19.54715393133997, 19.239379844961242) 
(29.53408637873755, 39.15676633444074, 38.4986046511628, 29.13187153931341, 38.68626799557031, 38.24369878183833, 38.70068660022147, 38.24921373200442, 28.830454042081946, 38.27800664451826, 350, 465, 641, 14.756434108527133, 19.55207087486157, 19.25417497231451) 
(29.577519379844954, 38.98558139534884, 38.542790697674405, 29.37433001107419, 38.49714285714286, 38.31224806201551, 38.87404208194906, 38.28000000000001, 28.975260243632338, 38.30547065337761, 357, 455, 636, 14.796921373200442, 19.459335548172767, 19.278294573643404) 
(29.728881506090815, 38.95023255813956, 38.60613510520487, 28.99284606866002, 38.56821705426355, 38.11466223698784, 38.416788482835, 38.32830564784052, 29.015570321151717, 38.285448504983385, 359, 477, 615, 14.871716500553708, 19.48334440753045, 19.293997785160574) 
(29.73213732004432, 38.76699889258031, 38.5949723145072, 29.464496124031, 38.31444075304538, 38.333377630121824, 38.57344407530454, 38.459180509413045, 29.28449612403101, 38.272093023255835, 369, 506, 634, 14.88139534883721, 19.3636323366556, 19.288039867109628) 
(29.959867109634548, 38.68806201550389, 38.711539313399804, 29.174617940199333, 38.32535991140643, 38.32183831672205, 38.19308970099668, 37.98493909191585, 29.48210409745293, 38.480376522702116, 383, 539, 627, 14.9673311184939, 19.33191583610187, 19.35047619047619) 
(30.275924695459572, 38.56451827242527, 38.68232558139536, 29.928792912513842, 38.2826799557032, 38.3740642303433, 38.30978959025471, 38.41098560354376, 29.7441196013289, 38.28629014396457, 408, 567, 658, 15.137674418604647, 19.292513842746402, 19.35009966777408) 
(30.13348837209302, 38.33572535991142, 38.92265780730898, 29.738826135105203, 37.96542635658913, 38.680420819490614, 38.13410852713179, 38.513311184939084, 29.6024584717608, 38.72312292358801, 403, 598, 694, 15.059557032115174, 19.179778516057567, 19.473111849390918) 
(30.45395348837209, 38.469944629014414, 38.8011738648948, 29.90839424141749, 38.23716500553712, 38.58301218161687, 38.17937984496124, 38.589413067552606, 29.76830564784054, 38.58622369878181, 427, 647, 693, 15.221151716500543, 19.21490586932448, 19.404540420819487) 
(30.29740863787376, 38.178471760797365, 38.966201550387595, 29.708239202657786, 38.04664451827241, 38.645625692137294, 37.90686600221485, 38.76480620155039, 30.051450719822817, 38.67269102990034, 443, 667, 729, 15.140221483942414, 19.10135105204873, 19.48135105204873) 
(30.443920265780736, 38.16974529346624, 38.91021040974529, 30.13576965669988, 37.84872646733111, 38.75607973421928, 37.89621262458473, 38.76221483942413, 30.30821705426355, 38.615526024363234, 448, 722, 771, 15.21094130675527, 19.10826135105204, 19.450365448505) 
(30.380531561461805, 38.00666666666665, 38.89182724252493, 30.126068660022156, 37.58737541528238, 38.71098560354373, 37.83074197120707, 38.66648947951273, 29.94808416389813, 38.68254706533779, 436, 717, 752, 15.182170542635664, 19.007264673311195, 19.43308970099669) 
(30.767308970099666, 37.83018826135105, 38.965957918050954, 30.013931339977848, 37.74695459579178, 38.87233665559246, 37.388460686600254, 38.7110741971207, 30.13891472868218, 38.73650055370985, 457, 756, 791, 15.383632336655584, 18.912181616832772, 19.48146179401993) 
(30.78578073089701, 37.65873754152823, 38.999999999999964, 30.218228128460666, 37.65873754152823, 38.850941306755274, 37.432203765227, 38.77873754152823, 30.218228128460666, 38.850941306755274, 455, 773, 796, 15.394640088593569, 18.820132890365446, 19.482679955703205) 
(30.873355481727565, 37.77931339977853, 39.04042081949057, 30.239601328903667, 37.24146179401993, 38.567353266888155, 37.298803986710936, 38.916389811738654, 30.38389811738649, 38.622214839424124, 481, 820, 821, 15.434507198228122, 18.87681063122924, 19.527087486157274) 
(30.98265780730896, 37.573266888150606, 39.059025470653374, 30.453665559246964, 37.15149501661129, 39.000797342192676, 37.14899224806201, 38.80846068660024, 30.521306755260248, 38.71142857142858, 507, 858, 875, 15.46744186046512, 18.780642303432998, 19.538737541528224) 
(30.952668881506085, 37.2970985603544, 39.03842746400888, 30.701661129568123, 37.02407530454044, 38.683964562569216, 37.127043189368784, 38.64866002214838, 30.550520487264677, 38.82899224806201, 491, 846, 841, 15.459734219269103, 18.660332225913617, 19.51537098560355) 
(31.41521594684385, 37.23173864894794, 39.16925802879289, 31.2150830564784, 36.90677740863787, 38.97707641196012, 36.88994462901441, 38.946423034330046, 31.02214839424142, 38.78708748615725, 483, 855, 842, 15.676124031007754, 18.613377630121803, 19.582059800664446) 
